id,age,timestamp,trick_or_treat,n_mints,dress,font
ID2799,35,2015-10-28T17:53:40Z,No,4,White and gold,NA
ID2800,29,2015-10-28T17:54:00Z,No,4,Blue and black,Garamond?
ID2801,63,2015-10-28T17:54:25Z,No,6,Blue and black,Ariel
ID2802,54,2015-10-28T17:54:32Z,No,12,Blue and black,helvetica
ID2803,31,2015-10-28T17:54:35Z,No,17,White and gold,Times New Roman
ID2804,23,2015-10-28T17:55:08Z,No,0,Blue and black,Futura
ID2805,23,2015-10-28T17:55:21Z,No,7,White and gold,Arial
ID2806,34,2015-10-28T17:55:29Z,No,15,White and gold,NA
ID2807,29,2015-10-28T17:55:59Z,No,NA,NA,NA
ID2808,35,2015-10-28T17:56:20Z,No,5,Blue and black,Comic Sans
ID2809,34,2015-10-28T17:56:22Z,No,4,White and gold,wingding
ID2810,34,2015-10-28T17:56:30Z,Yes,12,Blue and black,Helvitica
ID2811,21,2015-10-28T17:56:31Z,No,0,Blue and black,Georgia
ID2812,36,2015-10-28T17:56:39Z,No,3,Blue and black,?
ID2813,30,2015-10-28T17:57:03Z,No,5,Blue and black,Lobster
ID2815,46,2015-10-28T17:57:50Z,No,7,NA,NA
ID2816,36,2015-10-28T17:57:54Z,No,3,White and gold,palatino
ID2817,41,2015-10-28T17:58:04Z,No,6,Blue and black,Helvetica
ID2818,24,2015-10-28T17:58:23Z,No,57,Blue and black,Comic sans
ID2820,43,2015-10-28T17:58:33Z,Yes,5,Blue and black,Buahaus 93
ID2821,36,2015-10-28T17:59:00Z,No,3,White and gold,verdana
ID2822,38,2015-10-28T17:59:15Z,No,3,White and gold,Georgia
ID2823,34,2015-10-28T17:59:34Z,No,14,Blue and black,new times
ID2824,26,2015-10-28T17:59:59Z,No,7,White and gold,NA
ID2825,30,2015-10-28T18:00:27Z,No,68,Blue and black,Arial
ID2826,30,2015-10-28T18:00:41Z,No,NA,White and gold,NA
ID2827,26,2015-10-28T18:00:41Z,No,7,White and gold,Helevitica
ID2828,36,2015-10-28T18:00:44Z,No,13,Blue and black,Century Schoolbook
ID2829,30,2015-10-28T18:00:56Z,No,8,Blue and black,Times New Roman
ID2831,27,2015-10-28T18:01:07Z,No,12,Blue and black,Comic Sans
ID2832,17,2015-10-28T18:01:14Z,Yes,19,White and gold,Comic Sans
ID2833,33,2015-10-28T18:01:16Z,No,5,Blue and black,Times New Roman
ID2834,52,2015-10-28T18:01:45Z,No,0 - you ate them,White and gold,Uncial
ID2836,26,2015-10-28T18:02:19Z,No,11,Blue and black,Times New Roman
ID2837,36,2015-10-28T18:02:21Z,No,NA,NA,NA
ID2838,9,2015-10-28T18:02:39Z,No,purple,White and gold,12 point
ID2839,37,2015-10-28T18:02:40Z,No,4,Blue and black,times new roman
ID2840,37,2015-10-28T18:02:44Z,No,7,Blue and black,Arial
ID2841,33,2015-10-28T18:02:46Z,No,42,Blue and black,Tahoma
ID2842,35,2015-10-28T18:03:06Z,No,8,Blue and black,Tahoma
ID2843,27,2015-10-28T18:03:35Z,No,3,White and gold,Monotype corsiva
ID2844,53,2015-10-28T18:03:56Z,No,27,Blue and black,Times New Roman
ID2845,30,2015-10-28T18:04:00Z,No,1,Blue and black,Mr Saturn
ID2846,30,2015-10-28T18:04:10Z,No,4,White and gold,Arial
ID2847,24,2015-10-28T18:08:16Z,No,3,NA,NA
ID2848,46,2015-10-28T18:04:24Z,No,5,Blue and black,Connections
ID2849,50,2015-10-28T18:05:03Z,No,6,White and gold,Times new romsn
ID2850,33,2015-10-28T18:05:16Z,No,NA,NA,NA
ID2851,39,2015-10-28T18:05:41Z,Yes,7,Blue and black,NA
ID2853,40,2015-10-28T18:06:06Z,No,4,Blue and black,sans source pro
ID2854,29,2015-10-28T18:06:13Z,No,5,Blue and black,Droid Serif
ID2855,28,2015-10-28T18:06:21Z,No,8,NA,Ariel
ID2856,40,2015-10-28T18:06:37Z,No,5,White and gold,Helvetica
ID2857,44,2015-10-28T18:06:53Z,No,2,White and gold,arial
ID2859,27,2015-10-28T18:06:59Z,No,56,White and gold,Din
ID2860,26,2015-10-28T18:07:14Z,No,37,White and gold,NA
ID2861,53,2015-10-28T18:07:31Z,No,17,White and gold,Palatino
ID2862,35,2015-10-28T18:07:43Z,No,4,White and gold,Arial
ID2863,27,2015-10-28T18:07:45Z,No,5,Blue and black,Roboto
ID2864,35,2015-10-28T18:08:10Z,No,7,White and gold,Adventure Regular
ID2865,39,2015-10-28T18:08:14Z,No,42,Blue and black,hack
ID2866,28,2015-10-28T18:08:15Z,No,8,White and gold,Didot
ID2867,39,2015-10-28T18:08:17Z,No,NA,White and gold,Helvetica
ID2868,34,2015-10-28T18:08:24Z,No,7,White and gold,script
ID2869,27,2015-10-28T18:08:25Z,No,1,White and gold,NA
ID2870,52,2015-10-28T18:08:32Z,No,3,Blue and black,Calibri
ID2871,40,2015-10-28T18:08:34Z,No,4,White and gold,Helvetica
ID2872,42,2015-10-28T18:09:05Z,No,42,White and gold,Times New Roman
ID2873,41,2015-10-28T18:09:09Z,No,13,Blue and black,Bookman
ID2874,26,2015-10-28T18:09:17Z,No,6,Blue and black,not Times New Roman
ID2875,40,2015-10-28T18:09:25Z,No,5,Blue and black,verdana
ID2876,45,2015-10-28T18:09:28Z,No,NA,NA,NA
ID2877,39,2015-10-28T18:09:35Z,No,12,Blue and black,helvetica
ID2878,34,2015-10-28T18:10:57Z,Yes,8,White and gold,Lucida sans
ID2880,34,2015-10-28T18:11:04Z,No,NA,White and gold,NA
ID2881,47,2015-10-28T18:11:06Z,Yes,NA,NA,NA
ID2882,41,2015-10-28T18:11:07Z,No,45,White and gold,Helvetica
ID2883,38,2015-10-28T18:11:30Z,No,53,Blue and black,comic sans
ID2884,37,2015-10-28T18:11:31Z,No,6,White and gold,NA
ID2885,37,2015-10-28T18:11:54Z,No,5,White and gold,American typewriter
ID2886,40,2015-10-28T18:11:55Z,No,6,Blue and black,"anything but comic sans, but I usually prefer calibri since it helps fit more text on one page"
ID2887,48,2015-10-28T18:11:59Z,No,11,Blue and black,Trebuchet
ID2889,38,2015-10-28T18:12:12Z,No,4,White and gold,Wingdings
ID2890,45,2015-10-28T18:12:26Z,No,0,White and gold,georgia
ID2891,39,2015-10-28T18:12:31Z,No,0,Blue and black,Wingding
ID2892,31,2015-10-28T18:12:50Z,No,2,Blue and black,Courier new
ID2893,57,2015-10-28T18:13:14Z,No,14,White and gold,Mistral
ID2895,32,2015-10-28T18:13:17Z,No,42,White and gold,arial
ID2896,33,2015-10-28T18:13:23Z,No,0,Blue and black,helvetica
ID2897,31,2015-10-28T18:13:44Z,No,6,Blue and black,times new roman
ID2898,26,2015-10-28T18:14:33Z,Yes,4,Blue and black,NA
ID2899,37,2015-10-28T18:14:38Z,No,4,Blue and black,Garamond
ID2900,44,2015-10-28T18:14:45Z,No,5,White and gold,The fuck?
ID2901,28,2015-10-28T18:15:05Z,No,NA,Blue and black,helvetica
ID2903,24,2015-10-28T18:15:49Z,No,5,Blue and black,Ubuntu
ID2904,35,2015-10-28T18:16:15Z,No,12,Blue and black,Garamond
ID2905,44,2015-10-28T18:16:20Z,No,4,Blue and black,Futura
ID2906,52,2015-10-28T18:16:42Z,No,3,White and gold,roman
ID2907,27,2015-10-28T18:16:43Z,No,6,Blue and black,Times new roman
ID2908,45,2015-10-28T18:16:49Z,No,NA,NA,NA
ID2909,55,2015-10-28T18:17:12Z,No,6,Blue and black,times
ID2910,48,2015-10-28T18:17:15Z,No,13,White and gold,Tahoma
ID2911,38,2015-10-28T18:17:29Z,Yes,6,White and gold,Times new roman
ID2912,51,2015-10-28T18:17:41Z,No,5,Blue and black,Century Gothic
ID2913,27,2015-10-28T18:17:57Z,No,7,Blue and black,NA
ID2914,38,2015-10-28T18:18:14Z,No,83,Blue and black,Times New Roman
ID2915,37,2015-10-28T18:18:24Z,No,7,White and gold,NA
ID2916,42,2015-10-28T18:18:41Z,No,16,White and gold,Helvetica
ID2917,30,2015-10-28T18:18:47Z,No,12,White and gold,Courier
ID2918,30,2015-10-28T18:18:55Z,No,7,Blue and black,"Comic Sans, duh"
ID2919,35,2015-10-28T18:18:59Z,Yes,0! Trick Question!,Blue and black,Futura
ID2920,45,2015-10-28T18:19:03Z,No,2,White and gold,hevetica
ID2921,48,2015-10-28T18:19:23Z,Yes,7,Blue and black,This one
ID2922,38,2015-10-28T18:19:33Z,No,4,Blue and black,century gothic
ID2923,38,2015-10-28T18:19:56Z,No,4,Blue and black,Default Calibri
ID2924,35,2015-10-28T18:20:28Z,Yes,4,Blue and black,times
ID2925,33,2015-10-28T18:21:21Z,No,3,Blue and black,Gotham
ID2926,61,2015-10-28T18:21:26Z,No,0,Blue and black,Calibri
ID2927,21,2015-10-28T18:21:42Z,No,4,Blue and black,Georgia
ID2928,47,2015-10-28T18:21:43Z,No,0,Blue and black,Comic Sans
ID2929,20,2015-10-28T18:21:45Z,No,5,Blue and black,comic sans
ID2930,43,2015-10-28T18:22:17Z,No,5,White and gold,Calibri
ID2931,28,2015-10-28T18:22:22Z,No,12,White and gold,verdana
ID2932,57,2015-10-28T18:22:23Z,No,NA,Blue and black,Stencil
ID2933,48,2015-10-28T18:22:38Z,Yes,7,Blue and black,This one
ID2935,22,2015-10-28T18:23:08Z,No,2,White and gold,Times New Roman
ID2936,30,2015-10-28T18:23:11Z,No,9,Blue and black,times new roman
ID2937,24,2015-10-28T18:23:30Z,No,17,White and gold,Roboto
ID2938,57,2015-10-28T18:23:45Z,No,NA,Blue and black,Stencil
ID2939,37,2015-10-28T18:24:25Z,No,1,White and gold,Arial
ID2940,24,2015-10-28T18:25:07Z,No,8,Blue and black,Eames Century Modern
ID2942,32,2015-10-28T18:25:29Z,Yes,8,Blue and black,NA
ID2943,50,2015-10-28T18:25:36Z,No,3,White and gold,NA
ID2944,11,2015-10-28T18:25:40Z,Yes,0,NA,NA
ID2945,25,2015-10-28T18:25:50Z,No,4,White and gold,Times New Roman
ID2946,37,2015-10-28T18:25:51Z,No,4,Blue and black,"times new roman, or calibri depending on mood"
ID2948,28,2015-10-28T18:27:02Z,No,3,NA,NA
ID2949,50,2015-10-28T18:27:08Z,No,3,White and gold,NA
ID2950,56,2015-10-28T18:27:13Z,No,2,Blue and black,Calibri
ID2951,40,2015-10-28T18:27:19Z,No,24,White and gold,Helvetica
ID2952,48,2015-10-28T18:27:32Z,No,13,Blue and black,impact
ID2953,24,2015-10-28T18:27:36Z,No,12,Blue and black,Times New Roman
ID2954,28,2015-10-28T18:27:57Z,No,3,White and gold,NA
ID2955,31,2015-10-28T18:28:22Z,No,5,Blue and black,comic sans
ID2956,30,2015-10-28T18:28:25Z,No,5,White and gold,Garamond
ID2957,26,2015-10-28T18:29:04Z,No,9,White and gold,Comic Sans
ID2958,30,2015-10-28T18:29:37Z,No,2,White and gold,calibri
ID2959,42,2015-10-28T18:29:38Z,No,37,White and gold,Zapf Chancery
ID2960,35,2015-10-28T18:29:46Z,No,42,Blue and black,futura
ID2961,50,2015-10-28T18:29:47Z,No,0,Blue and black,Comic sans
ID2962,43,2015-10-28T18:30:06Z,No,17,White and gold,Futura
ID2963,47,2015-10-28T18:30:07Z,Yes,1,Blue and black,Verdona
ID2964,50,2015-10-28T18:30:08Z,No,7,White and gold,Elephant
ID2965,42,2015-10-28T18:30:13Z,No,42,Blue and black,not comic sans
ID2966,27,2015-10-28T18:30:27Z,No,2,White and gold,ransom
ID2968,26,2015-10-28T18:31:04Z,No,4,Blue and black,Helvetica
ID2969,38,2015-10-28T18:31:12Z,No,2,Blue and black,sans serif
ID2970,57,2015-10-28T18:31:18Z,No,14,White and gold,Tacoma
ID2971,48,2015-10-28T18:31:52Z,No,3,Blue and black,roman
ID2972,39,2015-10-28T18:31:57Z,No,3,White and gold,Helvetica
ID2973,38,2015-10-28T18:32:02Z,No,5,Blue and black,verdana
ID2974,40,2015-10-28T18:32:09Z,No,4,Blue and black,Utopia
ID2975,31,2015-10-28T18:32:17Z,No,5,White and gold,Wingdings
ID2976,43,2015-10-28T18:32:28Z,No,7,White and gold,Calibri
ID2977,47,2015-10-28T18:32:28Z,No,6,Blue and black,TIMES ROMAN
ID2978,40,2015-10-28T18:32:33Z,No,4,Blue and black,ComicSans
ID2979,9,2015-10-28T18:32:34Z,Yes,999,Blue and black,NA
ID2980,51,2015-10-28T18:32:52Z,No,3,White and gold,wingdings
ID2981,31,2015-10-28T18:33:00Z,No,4,Blue and black,Arial
ID2982,35,2015-10-28T18:33:10Z,No,56,White and gold,Tahoma
ID2983,32,2015-10-28T18:33:11Z,No,3,Blue and black,Arial
ID2984,40,2015-10-28T18:33:40Z,No,5,White and gold,Chicago
ID2985,26,2015-10-28T18:33:52Z,No,zero! who keeps mints in their hand,Blue and black,"Comic Sans, buuuuuuuh"
ID2986,28,2015-10-28T18:33:54Z,No,72,White and gold,Eurostile Bold Extended
ID2987,24,2015-10-28T18:34:06Z,No,27,White and gold,ariel
ID2988,27,2015-10-28T18:34:39Z,No,6,Blue and black,Times New Roman
ID2989,46,2015-10-28T18:34:55Z,No,784,White and gold,arial
ID2990,29,2015-10-28T18:35:06Z,No,7,Blue and black,Times
ID2991,46,2015-10-28T18:36:08Z,No,0,White and gold,NA
ID2992,34,2015-10-28T18:36:09Z,No,69,Blue and black,comic sans
ID2993,47,2015-10-28T18:36:20Z,No,5,Blue and black,NA
ID2994,46,2015-10-28T18:36:22Z,No,5,Blue and black,Times New Roman
ID2995,32,2015-10-28T18:36:35Z,No,4,White and gold,Courier new (aka the serial killer font)
ID2996,30,2015-10-28T18:36:47Z,Yes,NA,White and gold,NA
ID2997,26,2015-10-28T18:36:53Z,No,12,White and gold,Wingdings
ID2998,27,2015-10-28T18:36:57Z,No,60,Blue and black,Calibri
ID2999,32,2015-10-28T18:37:01Z,No,0,White and gold,NA
ID3000,14,2015-10-28T18:37:11Z,No,3,Blue and black,Helvetica Neue Light
ID3001,36,2015-10-28T18:42:35Z,No,2,White and gold,Arial
ID3002,24,2015-10-28T18:37:57Z,No,7,White and gold,Ubuntu
ID3003,34,2015-10-28T18:37:57Z,No,5,Blue and black,Tahoma
ID3004,66,2015-10-28T18:38:07Z,No,NA,Blue and black,Arial
ID3005,12,2015-10-28T18:38:33Z,Yes,3,Blue and black,NA
ID3006,54,2015-10-28T18:38:33Z,No,4,White and gold,comic sans
ID3007,62,2015-10-28T18:38:49Z,No,3,Blue and black,Helvetica Nueve
ID3008,42,2015-10-28T18:38:57Z,No,0,White and gold,Arial
ID3009,27,2015-10-28T18:38:58Z,Yes,2,Blue and black,NA
ID3010,36,2015-10-28T18:39:21Z,No,45,Blue and black,Arial
ID3011,23,2015-10-28T18:39:29Z,No,12,NA,NA
ID3012,33,2015-10-28T18:39:46Z,No,5,Blue and black,Book Antiqua
ID3014,41,2015-10-28T18:40:48Z,No,32,White and gold,comic sans (just to mess with you)
ID3015,34,2015-10-28T18:40:58Z,No,14,White and gold,Garamond
ID3016,44,2015-10-28T18:41:08Z,No,14,Blue and black,Calibri
ID3017,45,2015-10-28T18:41:30Z,Yes,7,Blue and black,Wingdings
ID3018,22,2015-10-28T18:42:02Z,No,17,Blue and black,Open Sans
ID3019,36,2015-10-28T18:42:06Z,Yes,1 BILLION,White and gold,WINDINGS
ID3020,30,2015-10-28T18:42:25Z,No,3,White and gold,None
ID3021,32,2015-10-28T18:42:59Z,No,27,Blue and black,Gill Sans
ID3022,31,2015-10-28T18:43:15Z,No,NA,NA,NA
ID3023,25,2015-10-28T18:43:34Z,No,6,White and gold,NA
ID3025,62,2015-10-28T18:43:57Z,No,NA,NA,NA
ID3026,18,2015-10-28T18:44:03Z,No,5,Blue and black,this one
ID3027,35,2015-10-28T18:44:18Z,Yes,5,Blue and black,Helvetica
ID3028,28,2015-10-28T18:44:25Z,No,3,Blue and black,Georgia
ID3029,21,2015-10-28T18:46:06Z,No,8,Blue and black,Helvetica
ID3030,18,2015-10-28T18:46:14Z,No,0,Blue and black,SourceSans
ID3031,50,2015-10-28T18:47:08Z,No,0,White and gold,Avenir
ID3032,30,2015-10-28T18:47:17Z,No,7,White and gold,Times New Roman
ID3033,45,2015-10-28T18:47:19Z,No,0,Blue and black,Bookman
ID3034,40,2015-10-28T18:47:40Z,No,5,Blue and black,Futura
ID3037,41,2015-10-28T18:48:13Z,No,4,Blue and black,times new roman
ID3038,29,2015-10-28T18:48:29Z,No,8,Blue and black,Gill Sans
ID3039,44,2015-10-28T18:48:31Z,No,NA,NA,NA
ID3040,41,2015-10-28T18:48:36Z,No,0,Blue and black,Futura
ID3041,50,2015-10-28T18:48:36Z,No,5,Blue and black,Verdana
ID3042,20,2015-10-28T18:49:12Z,Yes,NA,NA,NA
ID3043,25,2015-10-28T18:49:19Z,No,3,White and gold,baskerville
ID3044,40,2015-10-28T18:49:29Z,No,0,Blue and black,Comic Sans
ID3045,23,2015-10-28T18:49:35Z,No,8,Blue and black,helvetica
ID3046,26,2015-10-28T18:49:47Z,No,5,White and gold,times new roman
ID3047,49,2015-10-28T18:50:08Z,No,NA,White and gold,Verdana
ID3048,33,2015-10-28T18:50:20Z,No,25,Blue and black,Anonymous Pro
ID3049,36,2015-10-28T18:51:04Z,Yes,4,White and gold,Courier new
ID3050,21,2015-10-28T18:51:09Z,No,4,Blue and black,Times new roman
ID3051,32,2015-10-28T18:51:10Z,No,12,White and gold,Georgia
ID3052,49,2015-10-28T18:51:28Z,No,44,Blue and black,comic sans
ID3053,53,2015-10-28T18:51:29Z,No,4,White and gold,Courier
ID3054,12,2015-10-28T18:51:41Z,Yes,4,Blue and black,comic sans
ID3055,45,2015-10-28T18:51:51Z,No,nowhere near enough dammit,White and gold,Gothic
ID3056,29,2015-10-28T18:52:08Z,No,24,White and gold,Magneto
ID3057,33,2015-10-28T18:52:13Z,No,NA,NA,NA
ID3058,32,2015-10-28T18:52:31Z,No,8,Blue and black,Calibri
ID3059,37,2015-10-28T18:52:42Z,No,5,Blue and black,NA
ID3060,46,2015-10-28T18:52:44Z,No,2,White and gold,calibri
ID3061,45,2015-10-28T18:52:47Z,No,4,Blue and black,Roman Times
ID3062,59,2015-10-28T18:52:52Z,No,8,NA,Garamond
ID3063,46,2015-10-28T18:53:05Z,No,3,Blue and black,not comic sans
ID3064,28,2015-10-28T18:53:09Z,No,11,Blue and black,Helvetica
ID3065,22,2015-10-28T18:53:41Z,No,5,White and gold,Times New Roman
ID3066,30,2015-10-28T18:54:01Z,No,5,Blue and black,NA
ID3067,33,2015-10-28T18:54:14Z,No,73,Blue and black,hobo
ID3068,32,2015-10-28T18:54:20Z,No,4,White and gold,NA
ID3069,25,2015-10-28T18:54:33Z,No,7,Blue and black,Cambria
ID3070,37,2015-10-28T18:54:39Z,No,0,Blue and black,Arial
ID3071,30,2015-10-28T18:54:56Z,No,6,Blue and black,comic sans (im trolling)
ID3072,69,2015-10-28T18:55:12Z,No,NA,NA,NA
ID3073,41,2015-10-28T18:55:23Z,No,6,Blue and black,Georgia
ID3074,44,2015-10-28T18:55:23Z,No,7,Blue and black,Garamond
ID3075,61,2015-10-28T18:55:25Z,No,18,Blue and black,comic sans
ID3076,22,2015-10-28T18:56:13Z,No,5,White and gold,Georgia
ID3077,37,2015-10-28T18:56:13Z,No,8,Blue and black,Arial
ID3078,41,2015-10-28T18:56:17Z,No,7,NA,NA
ID3079,22,2015-10-28T18:56:49Z,No,8,Blue and black,Calibri
ID3080,56,2015-10-28T18:56:55Z,No,NA,Blue and black,Calibri
ID3081,30,2015-10-28T18:57:50Z,No,32,Blue and black,Helvetica
ID3082,30,2015-10-28T18:57:51Z,No,6,Blue and black,Times new roman
ID3083,24,2015-10-28T18:58:32Z,No,0,White and gold,NA
ID3084,31,2015-10-28T18:58:48Z,No,NA,Blue and black,NA
ID3085,48,2015-10-28T18:58:54Z,No,14,White and gold,Arial
ID3086,26,2015-10-28T18:59:15Z,No,9,White and gold,Agaramond
ID3087,12,2015-10-28T18:59:19Z,Yes,5,White and gold,clementine
ID3088,48,2015-10-28T18:59:35Z,No,2,NA,times new roman
ID3089,36,2015-10-28T18:59:35Z,No,7,White and gold,Wingdings
ID3090,32,2015-10-28T18:59:54Z,No,5,White and gold,Helvetica
ID3091,30,2015-10-28T18:59:56Z,Yes,6,White and gold,Times new roman
ID3092,35,2015-10-28T19:00:17Z,No,4,Blue and black,NA
ID3093,44,2015-10-28T19:00:27Z,Yes,5,Blue and black,Garamond
ID3094,28,2015-10-28T19:01:08Z,No,3,Blue and black,Trebuchet
ID3095,38,2015-10-28T19:01:20Z,No,14,White and gold,What ever this on is
ID3096,36,2015-10-28T19:02:28Z,No,NA,NA,NA
ID3097,37,2015-10-28T19:02:36Z,No,NA,NA,NA
ID3098,30,2015-10-28T19:02:59Z,No,3,Blue and black,This one
ID3099,32,2015-10-28T19:03:04Z,No,69,Blue and black,Comic Sans
ID3100,25,2015-10-28T19:03:21Z,No,1,Blue and black,Jacques & Giles
ID3101,24,2015-10-28T19:03:49Z,No,0,White and gold,NA
ID3102,25,2015-10-28T19:04:06Z,No,4,Blue and black,Helvetica
ID3103,33,2015-10-28T19:05:43Z,No,7,Blue and black,04b03
ID3104,30,2015-10-28T19:04:32Z,No,17,Blue and black,Comic Sans
ID3105,61,2015-10-28T19:05:03Z,No,0,White and gold,Comic
ID3106,20,2015-10-28T19:05:14Z,No,12,Blue and black,i literally do not care as long as its not jokerman
ID3107,67,2015-10-28T19:05:35Z,No,13,Blue and black,Comic Sans
ID3108,43,2015-10-28T19:05:55Z,No,32,White and gold,Lithos Pro Regular
ID3109,66,2015-10-28T19:06:15Z,No,3,Blue and black,Courier
ID3112,19,2015-10-28T19:07:50Z,No,2,White and gold,Arial Bold
ID3114,35,2015-10-28T19:08:04Z,No,5,White and gold,Comic Sans
ID3115,31,2015-10-28T19:08:26Z,No,871,White and gold,univers
ID3116,40,2015-10-28T19:08:32Z,No,3,Blue and black,Any sarif
ID3117,43,2015-10-28T19:08:34Z,No,9,Blue and black,Times New Roman
ID3118,54,2015-10-28T19:08:42Z,No,4,White and gold,arial
ID3119,58,2015-10-28T19:08:46Z,No,12,White and gold,Comic sans
ID3120,28,2015-10-28T19:08:53Z,No,14,Blue and black,NA
ID3122,31,2015-10-28T19:09:38Z,No,0,White and gold,Times New Roman
ID3124,21,2015-10-28T19:10:43Z,No,0,Blue and black,Elephant
ID3125,39,2015-10-28T19:11:08Z,No,9,White and gold,Garamond
ID3126,54,2015-10-28T19:11:10Z,No,15,Blue and black,Tahoma
ID3127,44,2015-10-28T19:11:26Z,No,4,Blue and black,Times new roman
ID3128,15,2015-10-28T19:11:34Z,No,6,White and gold,MGS
ID3129,49,2015-10-28T19:12:21Z,No,3,White and gold,Script
ID3130,32,2015-10-28T19:12:23Z,No,NA,NA,NA
ID3131,37,2015-10-28T19:12:28Z,No,0,Blue and black,Arial
ID3132,31,2015-10-28T19:12:38Z,No,4,Blue and black,NA
ID3133,42,2015-10-28T19:12:39Z,No,0,White and gold,Times New Roman
ID3134,30,2015-10-28T19:12:43Z,No,5,White and gold,Wingdings
ID3135,43,2015-10-28T19:17:00Z,No,1,Blue and black,NA
ID3136,35,2015-10-28T19:13:08Z,No,5,White and gold,NA
ID3137,29,2015-10-28T19:13:33Z,No,9,White and gold,helvetca
ID3138,38,2015-10-28T19:14:06Z,No,1,White and gold,Arial
ID3139,41,2015-10-28T19:14:23Z,No,5,Blue and black,Cambria
ID3140,26,2015-10-28T19:14:35Z,No,42,White and gold,COMIC SANS
ID3141,28,2015-10-28T19:14:38Z,No,5,Blue and black,Helvetica
ID3142,39,2015-10-28T19:14:46Z,No,4,Blue and black,Baptismal
ID3143,32,2015-10-28T19:15:03Z,No,NA,NA,NA
ID3144,47,2015-10-28T19:15:32Z,No,3,Blue and black,NA
ID3145,24,2015-10-28T19:15:40Z,No,4,White and gold,Courier New
ID3146,29,2015-10-28T19:15:58Z,No,5,Blue and black,times new roman
ID3147,53,2015-10-28T19:16:18Z,No,8,Blue and black,squirrelio
ID3148,37,2015-10-28T19:16:20Z,No,NA,NA,NA
ID3149,43,2015-10-28T19:16:22Z,No,NA,NA,NA
ID3150,35,2015-10-28T19:16:30Z,No,27,White and gold,None
ID3151,29,2015-10-28T19:16:42Z,No,8,White and gold,Helvitica
ID3152,30,2015-10-28T19:16:50Z,No,12,Blue and black,Tahoma
ID3153,44,2015-10-28T19:16:56Z,No,7,White and gold,Aerial
ID3154,37,2015-10-28T19:17:10Z,No,5,White and gold,Copperplate
ID3155,30,2015-10-28T19:23:49Z,No,NA,White and gold,NA
ID3156,48,2015-10-28T19:17:13Z,No,7,Blue and black,arial
ID3157,46,2015-10-28T19:17:17Z,No,45,NA,Zapf Chancery
ID3158,35,2015-10-28T19:17:17Z,No,42,White and gold,Comic Sans
ID3159,32,2015-10-28T19:17:34Z,No,6,Blue and black,Times new roman
ID3160,43,2015-10-28T19:17:34Z,No,7,Blue and black,Trebuchet
ID3161,29,2015-10-28T19:17:36Z,No,7,Blue and black,TNR
ID3162,47,2015-10-28T19:17:38Z,No,5,Blue and black,Zapf Dingbats
ID3164,32,2015-10-28T19:20:39Z,No,1,White and gold,Calibri
ID3165,56,2015-10-28T19:17:46Z,No,0,White and gold,wisdom
ID3166,29,2015-10-28T19:17:47Z,No,4,Blue and black,Helvitica.
ID3168,27,2015-10-28T19:17:51Z,Yes,42,Blue and black,bookmans
ID3169,19,2015-10-28T19:17:58Z,No,2,Blue and black,this one
ID3170,30,2015-10-28T19:18:00Z,No,6,Blue and black,technic
ID3171,47,2015-10-28T19:18:12Z,Yes,3,White and gold,Goudy Old Style
ID3172,32,2015-10-28T19:18:14Z,No,17,White and gold,helvetica bold
ID3173,50,2015-10-28T19:18:18Z,No,8,Blue and black,NA
ID3174,39,2015-10-28T19:18:18Z,No,1,NA,NA
ID3175,39,2015-10-28T19:18:19Z,No,6,Blue and black,3
ID3176,22,2015-10-28T19:18:31Z,No,7,Blue and black,Wingdings
ID3177,30,2015-10-28T19:18:37Z,No,6,Blue and black,technic
ID3178,37,2015-10-28T19:18:41Z,No,3,Blue and black,Calibri
ID3179,25,2015-10-28T19:18:46Z,No,5,White and gold,Cambria
ID3180,51,2015-10-28T19:18:46Z,No,9,Blue and black,Gill Sans
ID3181,45,2015-10-28T19:18:59Z,No,4,Blue and black,b
ID3182,40,2015-10-28T19:19:16Z,No,12,White and gold,NA
ID3183,19,2015-10-28T19:19:25Z,No,7,White and gold,roman
ID3184,44,2015-10-28T19:19:32Z,No,6,White and gold,Cutie Patootie
ID3185,24,2015-10-28T19:19:32Z,No,NA,NA,NA
ID3186,36,2015-10-28T19:19:33Z,No,42,Blue and black,consolas
ID3187,22,2015-10-28T19:19:34Z,No,3,Blue and black,Calibri
ID3188,43,2015-10-28T19:19:35Z,No,7,Blue and black,verdana
ID3189,35,2015-10-28T19:19:37Z,No,NA,White and gold,NA
ID3190,18,2015-10-28T19:19:42Z,Yes,5,White and gold,Stonehenge
ID3191,31,2015-10-28T19:19:42Z,No,15,NA,NA
ID3192,31,2015-10-28T19:19:43Z,No,4,Blue and black,times
ID3193,31,2015-10-28T19:19:49Z,No,NA,Blue and black,Italic
ID3194,30,2015-10-28T19:19:58Z,No,4,Blue and black,Cambria
ID3195,30,2015-10-28T19:25:24Z,No,0,NA,none
ID3196,37,2015-10-28T19:20:14Z,No,4,White and gold,Futura
ID3197,23,2015-10-28T19:20:35Z,No,7,Blue and black,Papyrus
ID3198,52,2015-10-28T19:20:37Z,No,11,Blue and black,Arial
ID3199,28,2015-10-28T19:20:41Z,No,42,White and gold,Cochin
ID3200,29,2015-10-28T19:20:47Z,No,7,Blue and black,Default
ID3201,46,2015-10-28T19:20:54Z,No,5,Blue and black,Bookman
